iter,best_fitness
0,8.689337083900538
1,7.27501891374515
2,5.823841115868657
3,5.823841115868657
4,5.5500155798659065
5,5.3964702459985325
6,5.188342538167728
7,5.188342538167728
8,4.966172744613814
9,4.812897080544676
10,4.546997815610176
11,4.3934500358458735
12,4.262614405918807
13,4.212892482665822
14,3.960478704966502
15,3.732605617648485
16,3.584792472666081
17,3.4795177673783724
18,3.4795177673783724
19,3.432042274223648
20,3.4071495688086455
21,3.351100848724031
22,3.351100848724031
23,3.187059912712162
24,3.187059912712162
25,3.187059912712162
26,3.0274036089963983
27,3.0274036089963983
28,3.0274036089963983
29,3.0274036089963983
30,3.0050836495700612
31,2.9112374454953174
32,2.87985399033067
33,2.769772617505638
34,2.769772617505638
35,2.656925240839492
36,2.656925240839492
37,2.656925240839492
38,2.623346445257781
39,2.5265727245056238
40,2.421584225882882
41,2.421584225882882
42,2.421584225882882
43,2.2615360515267366
44,2.215739052133778
45,2.2040349222360622
46,2.076582662960704
47,2.055077492784623
48,2.055077492784623
49,2.0287874576740816
50,2.0287874576740816
51,2.0287874576740816
52,1.9990861543206866
53,1.9990861543206866
54,1.9990861543206866
55,1.9521706026868846
56,1.8173600596528456
57,1.8012196105143237
58,1.7433648391583074
59,1.6799388227650565
60,1.6799388227650565
61,1.6636105973196291
62,1.6460311056520998
63,1.6460311056520998
64,1.6340003366962397
65,1.624855293944926
66,1.6137598189810416
67,1.5838717430767173
68,1.5501059705923805
69,1.4819113754992768
70,1.4753711943842132
71,1.4376269798094268
72,1.4376269798094268
73,1.4064616391903972
74,1.392970071785275
75,1.392970071785275
76,1.3090585619844046
77,1.3090585619844046
78,1.3090585619844046
79,1.3090585619844046
80,1.3090585619844046
81,1.3090585619844046
82,1.2967464573232914
83,1.2678060291683697
84,1.2678060291683697
85,1.2678060291683697
86,1.2567884150048916
87,1.2506734164143727
88,1.238932654918742
89,1.2339450535081906
90,1.227951185480134
91,1.2230771537912948
92,1.2230771537912948
93,1.2160937429080936
94,1.2160937429080936
95,1.2156033341449377
96,1.2103785357416617
97,1.2035605896129558
98,1.2017762184762018
99,1.2017762184762018
100,1.2000687121533393
101,1.190229724370273
102,1.1826136742313698
103,1.179132547138622
104,1.179132547138622
105,1.1614112906847365
106,1.0154981204700673
107,1.0154981204700673
108,1.0014422650452457
109,1.0014422650452457
110,0.9980819073676526
111,0.9798055877829417
112,0.9798055877829417
113,0.9777298493838633
114,0.9708307081455705
115,0.9708307081455705
116,0.9700386258391984
117,0.9699019582560031
118,0.9699019582560031
119,0.9699019582560031
120,0.9684106229063372
121,0.9684106229063372
122,0.9677709732843742
123,0.9677709732843742
124,0.966416297907934
125,0.9656676297990967
126,0.9646525139533861
127,0.9646525139533861
128,0.9620526019654396
129,0.9596920867671241
130,0.9592158466935747
131,0.9592032011471585
132,0.9563666778234219
133,0.9544326457704639
134,0.9520369152629589
135,0.9520369152629589
136,0.9506753696473962
137,0.9491835238793738
138,0.9491835238793738
139,0.9491835238793738
140,0.9483758281643309
141,0.9479085904949298
142,0.9466581867324817
143,0.9458116489933563
144,0.9448634315711364
145,0.9436160009652252
146,0.9422008704954412
147,0.9420743278592316
148,0.9406936590764734
149,0.9402092594562217
150,0.9384038578113061
151,0.9381389417541475
152,0.9379879081881275
153,0.9364781386444752
154,0.9364781386444752
155,0.9364781386444752
156,0.9362599154011844
157,0.9350783912688887
158,0.9350783912688887
159,0.9345593683768141
160,0.934512543654876
161,0.9341676261362513
162,0.9336502157347977
163,0.9336033625518358
164,0.9335006289951058
165,0.932883003069112
166,0.9328296825093756
167,0.932823051931305
168,0.9326663459962679
169,0.9326663459962679
170,0.9324212142023218
171,0.9322134967359443
172,0.9322134967359443
173,0.9322134967359443
174,0.9322134967359443
175,0.9320473786581833
176,0.93203976591299
177,0.9319198085699978
178,0.9319198085699978
179,0.9317937473993863
180,0.9317937473993863
181,0.931700124662346
182,0.9316892305542237
183,0.9316435068715063
184,0.9316211982684597
185,0.9316211982684597
186,0.9316211982684597
187,0.9316044499319465
188,0.9315546074651455
189,0.9315341043367096
190,0.9315011613813593
191,0.9314930363036678
192,0.9314930363036678
193,0.9314874000236562
194,0.9314858950913316
195,0.931479007824358
196,0.9314555490839322
197,0.9314395636185151
198,0.9314395636185151
199,0.9314355642406515
200,0.9314244379778995
201,0.9314199968652308
202,0.9314032861077384
203,0.9314032861077384
204,0.9314032861077384
205,0.9314032861077384
206,0.9314032861077384
207,0.9314030640651443
208,0.9313894917490377
209,0.9313793198668567
210,0.9313792302462969
211,0.9313686177259766
212,0.9313673848655211
213,0.9313623623792222
214,0.9313592063247786
215,0.9313592063247786
216,0.9313554987252357
217,0.9313553500844702
218,0.9313540137667364
219,0.9313540137667364
220,0.9313478786217186
221,0.9313450163288981
222,0.9313395193922287
223,0.9313372987403707
224,0.9313372987403707
225,0.9313352081123871
226,0.9313314722728099
227,0.9313313423792207
228,0.9313250231677555
229,0.9313247883366569
230,0.9313217801027105
231,0.9313217801027105
232,0.9313210827804217
233,0.9313208431339288
234,0.9313201149077561
235,0.9313201149077561
236,0.9313180055182397
237,0.9313180055182397
238,0.9313172847736699
239,0.9313170343013728
240,0.9313170343013728
241,0.9313151736861447
242,0.9313140112753229
243,0.9313132837773677
244,0.931312278290005
245,0.931311232538484
246,0.9313101322997039
247,0.9313101322997039
248,0.9313097102963828
249,0.9313093669587968
250,0.9313085179876386
251,0.9313085179876386
252,0.9313085179876386
253,0.9313083327695222
254,0.9313079736572729
255,0.9313079736572729
256,0.9313079736572729
257,0.9313076991771045
258,0.9313070867699627
259,0.9313065340188058
260,0.9313065340188058
261,0.9313064502856148
262,0.9313064502856148
263,0.9313064502856148
264,0.9313061737913739
265,0.9313061737913739
266,0.9313061663896609
267,0.93130615018103
268,0.9313059334916542
269,0.9313059334916542
270,0.9313057736540284
271,0.9313057675367102
272,0.9313056106523736
273,0.9313056106523736
274,0.9313056106523736
275,0.9313056106523736
276,0.9313054007713544
277,0.9313053699489591
278,0.9313053699489591
279,0.9313053699489591
280,0.9313052746188686
281,0.9313052136065569
282,0.9313052136065569
283,0.9313051719080865
284,0.9313051719080865
285,0.9313051719080865
286,0.9313050955696345
287,0.931305062494467
288,0.9313050172996218
289,0.9313050172996218
290,0.9313049902590014
291,0.931304969690331
292,0.931304969690331
293,0.931304965316738
294,0.9313048759397415
295,0.931304850864326
296,0.9313048494395919
297,0.9313047980900362
298,0.9313047980900362
299,0.9313047626944742
300,0.9313047626944742
301,0.9313047502294798
302,0.931304749428215
303,0.9313047029928296
304,0.9313047029928296
305,0.9313047029928296
306,0.931304694634822
307,0.9313046921604564
308,0.9313046896451209
309,0.9313046848877105
310,0.9313046755540246
311,0.9313046755540246
312,0.9313046755540246
313,0.9313046744364262
314,0.9313046719570832
